breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,product_id,sizes,description,other_images
"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00942467.jpg,Christian Louboutin,Jimmy leather sneakers,€ 670,,,P00942467,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Upper: leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: extra laces, dust bags, shoe box Designer color name: Black Closure: lace-up P00942467 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00942467.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00942467_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00942467_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00942467_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00942467_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00942467_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00942467_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00942467.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00942467_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00942467_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00942467_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00942467_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00942467_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00942467_d4.jpg']"
"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ba/P00942468.jpg,Christian Louboutin,Jimmy leather sneakers,€ 670,,,P00942468,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Upper: leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: extra laces, dust bags, shoe box Designer color name: White Closure: lace-up P00942468 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ba/P00942468.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ba/P00942468_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ba/P00942468_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ba/P00942468_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ba/P00942468_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ba/P00942468_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ba/P00942468_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ba/P00942468.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ba/P00942468_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ba/P00942468_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ba/P00942468_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ba/P00942468_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ba/P00942468_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ba/P00942468_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00894034.jpg,Manolo Blahnik,Nadores suede sneakers,€ 545,,,P00894034,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46']","Upper: leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: dust bag, shoe box Designer color name: 3538 Dkha P00894034 Fits large to size - we recommend trying one size smaller UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00894034.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00894034_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00894034_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00894034_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00894034_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00894034_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00894034_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00894034.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00894034_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00894034_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00894034_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00894034_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00894034_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/38/P00894034_d4.jpg']"
"['Men', 'Designers', 'Zegna', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00953270.jpg,Zegna,Triple Stitch suede sneakers,€ 800,,,P00953270,"['UK 6 / EU 40', 'UK 6.5 / EU 40.5', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 10.5 / EU 44.5', 'UK 11 / EU 45', 'UK 11.5 / EU 45.5', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: suede Lining: leather Sole: rubber insole and sole Toe shape: round toe Made in Italy Includes: shoe box, dust bags Designer color name: Light Beige P00953270 True to size Half sizes please take the next size down UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00953270.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00953270_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00953270_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00953270_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00953270_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00953270_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00953270_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00953270.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00953270_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00953270_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00953270_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00953270_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00953270_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00953270_d4.jpg']"
"['Men', 'Designers', 'Gucci', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fe/P00879268.jpg,Gucci,Screener denim sneakers,€ 715,,,P00879268,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: fabric Lining: fabric Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: extra laces, dust bags, shoe box Designer color name: Blue Del/Loe/Vrv/Loe Closure: lace-up P00879268 True to size Half sizes please take the next size up UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fe/P00879268.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fe/P00879268_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fe/P00879268_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fe/P00879268_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fe/P00879268_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fe/P00879268_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fe/P00879268_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fe/P00879268.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fe/P00879268_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fe/P00879268_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fe/P00879268_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fe/P00879268_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fe/P00879268_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/fe/P00879268_d4.jpg']"
"['Men', 'Designers', 'Gucci', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/64/P00436271.jpg,Gucci,Screener GG sneaker,€ 715,,,P00436271,"['UK 5 / EU 39', 'UK 6 / EU 40', 'UK 6.5 / EU 40.5', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 10.5 / EU 44.5', 'UK 11 / EU 45', 'UK 11.5 / EU 45.5', 'UK 12 / EU 46', 'UK 13 / EU 47']","Sole: leather insole, rubber sole Upper: fabric Toe shape: round toe Trim: leather Closure: lace-up Lining: fabric Made in Italy P00436271 True to size UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/64/P00436271.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/64/P00436271_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/64/P00436271_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/64/P00436271_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/64/P00436271_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/64/P00436271.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/64/P00436271_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/64/P00436271_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/64/P00436271_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/64/P00436271_d2.jpg']"
"['Men', 'Designers', 'Valentino Garavani', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00939313.jpg,Valentino Garavani,Rockstud leather-trimmed sneakers,€ 545,,,P00939313,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Upper: fabric Lining: fabric Sole: fabric insole, rubber sole Toe shape: almond toe Made in Italy Includes: extra laces, dust bags, shoe box Designer color name: Nero Trim: leather Closure: lace-up P00939313 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00939313.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00939313_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00939313_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00939313_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00939313_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00939313_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00939313_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00939313.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00939313_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00939313_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00939313_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00939313_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00939313_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/85/P00939313_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00894030.jpg,Manolo Blahnik,Monaco suede loafers,€ 585,,,P00894030,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46']","Upper: leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: dust bag, shoe box Designer color name: 4212 Mblu P00894030 Fits slightly large to size - we recommend trying a half size smaller UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00894030.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00894030_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00894030_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00894030_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00894030_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00894030_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00894030_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00894030.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00894030_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00894030_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00894030_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00894030_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00894030_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a0/P00894030_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00894040.jpg,Manolo Blahnik,Monaco suede loafers,€ 585,,,P00894040,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 10.5 / EU 44.5', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: dust bag, shoe box Designer color name: 0320 Mgryy P00894040 Fits slightly large to size - we recommend trying a half size smaller UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00894040.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00894040_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00894040_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00894040_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00894040_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00894040_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00894040_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00894040.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00894040_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00894040_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00894040_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00894040_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00894040_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/72/P00894040_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e9/P00894043.jpg,Manolo Blahnik,Truro suede loafers,€ 695,,,P00894043,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 10.5 / EU 44.5', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: leather Lining: leather Sole: leather insole and sole Toe shape: round toe Made in Italy Includes: dust bag, shoe box Designer color name: 2083 Dbrw P00894043 Fits slightly large to size - we recommend trying a half size smaller UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e9/P00894043.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e9/P00894043_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e9/P00894043_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e9/P00894043_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e9/P00894043_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e9/P00894043_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e9/P00894043_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e9/P00894043.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e9/P00894043_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e9/P00894043_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e9/P00894043_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e9/P00894043_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e9/P00894043_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e9/P00894043_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9e/P00894032.jpg,Manolo Blahnik,Truro suede loafers,€ 695,,,P00894032,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46']","Upper: leather Lining: leather Sole: leather insole and sole Toe shape: round toe Made in Italy Includes: dust bag, shoe box P00894032 Fits slightly large to size - we recommend trying a half size smaller UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9e/P00894032.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9e/P00894032_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9e/P00894032_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9e/P00894032_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9e/P00894032_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9e/P00894032_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9e/P00894032_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9e/P00894032.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9e/P00894032_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9e/P00894032_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9e/P00894032_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9e/P00894032_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9e/P00894032_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/9e/P00894032_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ef/P00894036.jpg,Manolo Blahnik,Nadores suede sneakers,€ 545,€ 177,40% off,P00894036,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: dust bag, shoe box Designer color name: 4109 Navy/1012 Whit P00894036 Fits large to size - we recommend trying one size smaller UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ef/P00894036.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ef/P00894036_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ef/P00894036_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ef/P00894036_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ef/P00894036_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ef/P00894036_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ef/P00894036_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ef/P00894036.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ef/P00894036_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ef/P00894036_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ef/P00894036_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ef/P00894036_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ef/P00894036_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ef/P00894036_d4.jpg']"
