breadcrumb,image_url,brand,product_name,listing_price,offer_price,discount,product_id,sizes,description,other_images
"['Men', 'Designers', 'Saint Laurent', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f6/P00829062.jpg,Saint Laurent,Leather sneakers,€ 669,,,P00829062,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Upper: leather, fabric Lining: leather, fabric Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Designer color name: Blanc Optique/Bianco Closure: lace-up Comes with dust bag Comes with a box P00829062 Fits large to size - we recommend trying one size smaller European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f6/P00829062.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f6/P00829062_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f6/P00829062_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f6/P00829062_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f6/P00829062_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f6/P00829062_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f6/P00829062_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f6/P00829062.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f6/P00829062_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f6/P00829062_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f6/P00829062_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f6/P00829062_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f6/P00829062_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f6/P00829062_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Boots', 'Chelsea boots']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00831255.jpg,Manolo Blahnik,Delsa suede Chelsea boot,€ 755,€ 248,30% off,P00831255,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 10.5 / EU 44.5', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']",Upper: leather Lining: leather Sole: leather insole and sole Toe shape: pointed toe Made in Italy Designer color name: Dbrw Trim: fabric Comes with dust bag Comes with a box P00831255 Fits slightly small to size - we recommend trying a half size larger UK sizes Consult our,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00831255.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00831255_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00831255_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00831255_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00831255_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00831255_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00831255_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00831255.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00831255_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00831255_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00831255_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00831255_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00831255_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/21/P00831255_d4.jpg']"
"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'High-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/b8/P00830480.jpg,Christian Louboutin,Louis suede sneakers,€ 669,,,P00830480,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']","Upper: leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Closure: lace-up Comes with dust bags Comes with a box P00830480 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/b8/P00830480.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/b8/P00830480_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/b8/P00830480_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/b8/P00830480_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/b8/P00830480_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/b8/P00830480_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/b8/P00830480_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/b8/P00830480.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/b8/P00830480_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/b8/P00830480_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/b8/P00830480_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/b8/P00830480_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/b8/P00830480_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/b8/P00830480_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Boots', 'Chelsea boots']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/60/P00831186.jpg,Manolo Blahnik,Brompton suede Chelsea boots,€ 715,,,P00831186,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: calf leather Lining: leather Sole: leather insole, rubber sole Toe shape: almond toe Handmade in Italy Closure: elasticated sides Trim: fabric Comes with a box Comes with dust bag P00831186 True to size Half sizes please take the next size up UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/60/P00831186.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/60/P00831186_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/60/P00831186_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/60/P00831186_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/60/P00831186_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/60/P00831186_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/60/P00831186_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/60/P00831186.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/60/P00831186_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/60/P00831186_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/60/P00831186_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/60/P00831186_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/60/P00831186_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/60/P00831186_d4.jpg']"
"['Men', 'Designers', 'Bottega Veneta', 'Shoes', 'Boots', 'Ankle boots']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00863079.jpg,Bottega Veneta,Snap suede ankle boots,€ 715,,,P00863079,"['EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44']","Upper: lamb leather Lining: lamb leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Designer color name: Caramel P00863079 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00863079.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00863079_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00863079_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00863079_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00863079_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00863079_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00863079_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00863079.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00863079_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00863079_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00863079_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00863079_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00863079_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/e5/P00863079_d4.jpg']"
"['Men', 'Designers', 'Christian Louboutin', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/af/P00830485.jpg,Christian Louboutin,Loubishark leather sneakers,€ 715,,,P00830485,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46', 'EU 47']","Upper: fabric Lining: leather Sole: leather insole, rubber sole Toe shape: almond toe Made in Italy Designer color name: Albatre Trim: leather Closure: lace-up Comes with extra laces Comes with dust bags Comes with a box P00830485 True to size Half sizes please take the next size down European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/af/P00830485.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/af/P00830485_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/af/P00830485_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/af/P00830485_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/af/P00830485_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/af/P00830485_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/af/P00830485_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/af/P00830485.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/af/P00830485_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/af/P00830485_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/af/P00830485_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/af/P00830485_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/af/P00830485_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/af/P00830485_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00831222.jpg,Manolo Blahnik,Monaco suede loafers,€ 585,,,P00831222,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 10.5 / EU 44.5', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: calf leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Handmade in Italy Designer color name: 2023 Dbrw Comes with dust bag Comes with a box P00831222 Fits slightly large to size - we recommend trying a half size smaller UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00831222.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00831222_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00831222_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00831222_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00831222_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00831222_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00831222_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00831222.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00831222_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00831222_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00831222_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00831222_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00831222_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/f1/P00831222_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Formal shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00831275.jpg,Manolo Blahnik,Carlton embellished velvet loafers,€ 925,,,P00831275,"['UK 6 / EU 40', 'UK 6.5 / EU 40.5', 'UK 7 / EU 41', 'UK 7.5 / EU 41.5', 'UK 8 / EU 42', 'UK 8.5 / EU 42.5', 'UK 9 / EU 43', 'UK 9.5 / EU 43.5', 'UK 10 / EU 44', 'UK 10.5 / EU 44.5', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']",Upper: fabric Lining: leather Sole: leather insole and sole Toe shape: almond toe Handmade in Italy Designer color name: 0015 Blck Comes with a box Comes with dust bag P00831275 Fits large to size - we recommend trying one size smaller UK sizes Consult our,"['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00831275.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00831275_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00831275_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00831275_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00831275_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00831275_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00831275_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00831275.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00831275_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00831275_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00831275_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00831275_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00831275_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/23/P00831275_d4.jpg']"
"['Men', 'Designers', 'Gucci', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00815982.jpg,Gucci,Rhyton leather sneakers,€ 775,,,P00815982,"['UK 5 / EU 39', 'UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: leather Lining: leather Sole: leather insole, rubber sole Toe shape: almond toe Made in Italy Includes: dust bags, shoe box Designer color name: Ivoire/Blue Aqua Closure: lace-up P00815982 True to size Half sizes please take the next size up UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00815982.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00815982_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00815982_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00815982_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00815982_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00815982_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00815982_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00815982.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00815982_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00815982_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00815982_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00815982_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00815982_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/92/P00815982_d4.jpg']"
"['Men', 'Designers', 'Manolo Blahnik', 'Shoes', 'Formal shoes', 'Loafers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00831226.jpg,Manolo Blahnik,Truro suede loafers,€ 695,,,P00831226,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: leather Lining: leather Sole: leather insole and sole Toe shape: round toe Made in Italy Includes: dust bag, shoe box Designer color name: 0320 Mgry P00831226 Fits large to size - we recommend trying one size smaller UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00831226.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00831226_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00831226_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00831226_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00831226_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00831226_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00831226_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00831226.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00831226_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00831226_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00831226_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00831226_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00831226_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/ff/P00831226_d4.jpg']"
"['Men', 'Designers', 'John Lobb', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00865465.jpg,John Lobb,Foundry II leather low-top sneakers,€ 955,,,P00865465,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46']","Upper: calf leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: dust bags, shoe box Closure: lace-up Comes with extra laces P00865465 True to size Half sizes please take the next size up UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00865465.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00865465_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00865465_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00865465_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00865465_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00865465_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00865465_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00865465.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00865465_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00865465_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00865465_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00865465_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00865465_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/2c/P00865465_d4.jpg']"
"['Men', 'Designers', 'Gucci', 'Shoes', 'Sneakers', 'Designer sneakers']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00815983.jpg,Gucci,Rhyton leather sneakers,€ 775,,,P00815983,"['UK 5 / EU 39', 'UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46', 'UK 13 / EU 47']","Upper: calf leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in Italy Includes: shoe box, dust bags Designer color name: Black/Ivoire Closure: lace-up Comes with extra laces P00815983 True to size Half sizes please take the next size up UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00815983.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00815983_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00815983_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00815983_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00815983_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00815983_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00815983_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00815983.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00815983_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00815983_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00815983_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00815983_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00815983_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/6f/P00815983_d4.jpg']"
"['Men', 'Designers', 'John Lobb', 'Shoes', 'Formal shoes', 'Derby']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a3/P00829980.jpg,John Lobb,Rydal leather Oxford shoes,"€ 1,255",,,P00829980,"['UK 6 / EU 40', 'UK 7 / EU 41', 'UK 8 / EU 42', 'UK 9 / EU 43', 'UK 10 / EU 44', 'UK 11 / EU 45', 'UK 12 / EU 46']","Upper: calf leather Lining: leather Sole: leather insole, rubber sole Toe shape: round toe Made in the UK Includes: shoe box, dust bags, extra laces Closure: lace-up P00829980 True to size Half sizes please take the next size up UK sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a3/P00829980.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a3/P00829980_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a3/P00829980_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a3/P00829980_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a3/P00829980_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a3/P00829980_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a3/P00829980_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a3/P00829980.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a3/P00829980_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a3/P00829980_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a3/P00829980_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a3/P00829980_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a3/P00829980_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/a3/P00829980_d4.jpg']"
"['Men', 'Designers', 'Bottega Veneta', 'Shoes', 'Sneakers', 'Low-Top']",https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1a/P00858690.jpg,Bottega Veneta,Orbit sneakers,€ 750,,,P00858690,"['EU 39', 'EU 40', 'EU 41', 'EU 42', 'EU 43', 'EU 44', 'EU 45', 'EU 46']","Upper: fabric Lining: fabric Sole: fabric insole, rubber sole Toe shape: round toe Made in Italy Includes: shoe box, dust bags, extra laces Closure: lace-up P00858690 True to size Half sizes please take the next size up European sizes Consult our","['https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1a/P00858690.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1a/P00858690_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1a/P00858690_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1a/P00858690_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1a/P00858690_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1a/P00858690_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1a/P00858690_d4.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1a/P00858690.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1a/P00858690_b1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1a/P00858690_b2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1a/P00858690_d1.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1a/P00858690_d2.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1a/P00858690_d3.jpg', 'https://img.mytheresa.com/1094/1238/100/jpeg/catalog/product/1a/P00858690_d4.jpg']"
